passenger_id,card_number,passenger_type,age_group,gender,home_stop_id,registration_date,card_status
P000377,UTC-6571-0000377,regular,41_60,M,S0076,2026-01-02,blocked
P000378,UTC-6177-0000378,regular,26_40,F,S0055,2019-07-10,active
P000379,UTC-9779-0000379,regular,18_25,M,S0029,2024-03-23,active
P000380,UTC-8369-0000380,regular,18_25,M,S0039,2023-10-04,active
P000381,UTC-9590-0000381,regular,26_40,F,S0038,2022-10-12,active
P000382,UTC-9687-0000382,senior,60_plus,M,S0004,2026-02-10,active
P000383,UTC-5166-0000383,regular,26_40,F,S0034,2024-10-29,active
P000384,UTC-1403-0000384,regular,41_60,M,S0032,2026-06-17,active
P000385,UTC-2401-0000385,regular,26_40,M,S0123,2024-10-23,active
P000386,UTC-2176-0000386,student,under_18,F,S0032,2019-07-02,active
P000387,UTC-5711-0000387,regular,18_25,F,S0046,2023-09-10,active
P000388,UTC-4187-0000388,disabled,41_60,F,S0048,2020-09-02,active
P000389,UTC-4462-0000389,student,18_25,F,S0032,2022-06-29,active
P000390,UTC-7318-0000390,regular,26_40,F,S0043,2024-02-22,active
P000391,UTC-3304-0000391,senior,60_plus,F,S0043,2025-09-07,active
P000392,UTC-2088-0000392,student,under_18,F,S0025,2026-02-07,active
P000393,UTC-5850-0000393,regular,18_25,M,S0035,2026-08-12,active
P000394,UTC-1382-0000394,regular,26_40,M,S0004,2021-03-10,active
P000395,UTC-2584-0000395,disabled,41_60,F,S0035,2024-05-06,active
P000396,UTC-7820-0000396,regular,18_25,M,S0067,2024-08-20,active
P000397,UTC-5614-0000397,student,under_18,M,S0070,2025-12-20,active
P000398,UTC-4531-0000398,regular,41_60,M,S0004,2019-06-08,active
P000399,UTC-2809-0000399,regular,41_60,M,S0037,2026-01-23,active
P000400,UTC-3883-0000400,regular,26_40,M,S0042,2022-11-04,active
P000401,UTC-4950-0000401,regular,26_40,M,S0031,2024-02-12,active
P000402,UTC-2454-0000402,regular,18_25,F,S0004,2023-05-20,active
P000403,UTC-1144-0000403,regular,41_60,F,S0125,2024-01-22,active
P000404,UTC-4867-0000404,senior,60_plus,M,S0047,2026-01-07,expired
P000405,UTC-6222-0000405,regular,26_40,F,S0029,2023-11-21,active
P000406,UTC-7642-0000406,regular,26_40,M,S0004,2026-08-11,active
P000407,UTC-3888-0000407,student,18_25,M,S0109,2023-07-15,expired
P000408,UTC-2670-0000408,senior,60_plus,M,S0092,2024-03-23,expired
P000409,UTC-9974-0000409,regular,41_60,F,S0044,2019-05-26,active
P000410,UTC-7196-0000410,regular,18_25,M,S0079,2026-08-13,active
P000411,UTC-8816-0000411,regular,41_60,M,S0050,2026-05-07,active
P000412,UTC-2822-0000412,regular,41_60,M,S0046,2025-05-18,active
P000413,UTC-7028-0000413,regular,41_60,M,S0073,2022-03-06,active
P000414,UTC-3426-0000414,student,under_18,M,S0035,2020-05-11,active
P000415,UTC-2069-0000415,regular,60_plus,M,S0048,2025-12-20,active
P000416,UTC-8118-0000416,senior,60_plus,F,S0041,2022-10-03,active
P000417,UTC-2276-0000417,student,under_18,F,S0049,2020-01-14,active
P000418,UTC-2016-0000418,regular,18_25,M,S0043,2026-06-22,active
P000419,UTC-1294-0000419,regular,18_25,F,S0081,2025-04-30,active
P000420,UTC-2716-0000420,regular,18_25,M,S0031,2021-09-06,active
P000421,UTC-1785-0000421,regular,26_40,F,S0038,2023-02-27,active
P000422,UTC-5771-0000422,regular,18_25,M,S0045,2026-04-21,active
P000423,UTC-7511-0000423,regular,41_60,M,S0090,2024-01-10,active
P000424,UTC-8836-0000424,student,18_25,F,S0051,2024-05-13,active
P000425,UTC-6830-0000425,student,18_25,F,S0077,2022-10-01,active
P000426,UTC-9079-0000426,regular,26_40,M,S0004,2026-03-25,active
P000427,UTC-2918-0000427,regular,41_60,F,S0036,2025-12-04,active
P000428,UTC-3794-0000428,regular,18_25,M,S0048,2019-12-09,active
P000429,UTC-6563-0000429,student,18_25,M,S0031,2023-08-13,active
P000430,UTC-9020-0000430,regular,18_25,F,S0078,2025-03-09,active
P000431,UTC-7913-0000431,regular,26_40,M,S0050,2019-12-29,active
P000432,UTC-5503-0000432,regular,18_25,F,S0050,2024-06-27,active
P000433,UTC-3696-0000433,regular,41_60,F,S0045,2023-03-20,active
P000434,UTC-4921-0000434,regular,41_60,F,S0045,2023-03-09,active
P000435,UTC-3704-0000435,student,under_18,F,S0004,2019-05-15,active
P000436,UTC-3841-0000436,student,18_25,F,S0035,2019-01-04,active
P000437,UTC-2776-0000437,regular,18_25,F,S0042,2019-03-21,active
P000438,UTC-6214-0000438,student,under_18,M,S0037,2021-09-23,active
P000439,UTC-1404-0000439,regular,41_60,X,S0045,2026-07-29,active
P000440,UTC-9961-0000440,regular,26_40,M,S0045,2019-11-30,active
P000441,UTC-9649-0000441,senior,60_plus,M,S0005,2025-03-13,active
P000442,UTC-2841-0000442,student,under_18,M,S0058,2025-12-21,active
P000443,UTC-5067-0000443,senior,60_plus,F,S0048,2019-12-18,active
P000444,UTC-7589-0000444,regular,18_25,F,S0034,2021-10-26,active
P000445,UTC-3638-0000445,regular,41_60,F,S0036,2026-01-09,active
P000446,UTC-7796-0000446,regular,26_40,M,S0049,2020-05-15,active
P000447,UTC-3101-0000447,student,under_18,M,S0048,2025-09-26,active
P000448,UTC-3897-0000448,regular,18_25,M,S0035,2022-10-24,active
P000449,UTC-3731-0000449,regular,41_60,M,S0034,2024-04-25,active
P000450,UTC-3391-0000450,regular,26_40,M,S0049,2024-07-14,active
P000451,UTC-3711-0000451,regular,18_25,F,S0042,2025-04-10,active
P000452,UTC-6391-0000452,regular,26_40,M,S0046,2019-05-24,active
P000453,UTC-2191-0000453,regular,26_40,M,S0076,2019-07-18,active
P000454,UTC-2606-0000454,regular,41_60,F,S0062,2026-06-12,active
P000455,UTC-9311-0000455,regular,18_25,M,S0077,2021-06-24,active
P000456,UTC-1079-0000456,student,18_25,M,S0039,2021-03-01,active
P000457,UTC-2365-0000457,regular,41_60,M,S0039,2026-01-07,active
P000458,UTC-5455-0000458,disabled,26_40,M,S0039,2024-09-23,active
P000459,UTC-5985-0000459,student,under_18,M,S0100,2026-07-22,active
P000460,UTC-8354-0000460,senior,60_plus,F,S0077,2020-08-21,active
P000461,UTC-5857-0000461,regular,18_25,M,S0073,2019-10-05,active
P000462,UTC-5924-0000462,regular,41_60,F,S0071,2021-04-13,active
P000463,UTC-5014-0000463,student,under_18,F,S0040,2023-06-05,active
P000464,UTC-7160-0000464,regular,41_60,M,S0038,2026-03-03,active
P000465,UTC-2123-0000465,regular,26_40,M,S0004,2026-01-08,active
P000466,UTC-2751-0000466,regular,26_40,F,S0087,2024-02-05,active
P000467,UTC-5093-0000467,student,18_25,F,S0037,2020-11-21,active
P000468,UTC-2635-0000468,regular,41_60,F,S0025,2026-06-10,active
P000469,UTC-2328-0000469,student,under_18,M,S0029,2025-09-13,active
P000470,UTC-9321-0000470,senior,60_plus,M,S0097,2022-06-28,active
P000471,UTC-5687-0000471,regular,26_40,F,S0063,2023-03-31,active
P000472,UTC-6695-0000472,disabled,18_25,M,S0031,2020-08-16,active
P000473,UTC-4645-0000473,senior,60_plus,F,S0027,2024-02-19,active
P000474,UTC-9203-0000474,regular,26_40,M,S0069,2025-12-05,active
P000475,UTC-8680-0000475,regular,18_25,M,S0120,2022-02-10,active
P000476,UTC-6960-0000476,senior,60_plus,M,S0050,2023-08-12,active
P000477,UTC-7191-0000477,regular,26_40,X,S0081,2023-06-10,active
P000478,UTC-7466-0000478,senior,60_plus,M,S0041,2021-02-24,active
P000479,UTC-4524-0000479,regular,18_25,F,S0038,2021-02-04,active
P000480,UTC-9545-0000480,disabled,26_40,M,S0029,2022-11-04,active
P000481,UTC-1416-0000481,regular,41_60,M,S0072,2019-12-12,active
P000482,UTC-7771-0000482,student,18_25,M,S0040,2025-09-16,active
P000483,UTC-5804-0000483,regular,26_40,F,S0060,2025-12-13,active
P000484,UTC-7634-0000484,regular,26_40,M,S0032,2019-01-01,active
P000485,UTC-9475-0000485,regular,26_40,F,S0047,2025-10-02,active
P000486,UTC-7740-0000486,regular,18_25,M,S0044,2025-11-08,active
P000487,UTC-4405-0000487,regular,18_25,M,S0025,2019-09-16,active
P000488,UTC-2939-0000488,regular,26_40,M,S0045,2020-02-10,active
P000489,UTC-2333-0000489,regular,41_60,M,S0124,2022-07-11,active
P000490,UTC-6892-0000490,regular,26_40,M,S0109,2019-07-06,expired
P000491,UTC-1977-0000491,student,under_18,F,S0039,2026-05-02,active
P000492,UTC-5847-0000492,student,under_18,M,S0034,2022-11-10,active
P000493,UTC-3895-0000493,regular,41_60,M,S0005,2024-02-01,active
P000494,UTC-6603-0000494,disabled,18_25,M,S0072,2026-05-06,expired
P000495,UTC-6636-0000495,regular,60_plus,F,S0114,2026-08-07,active
P000496,UTC-8939-0000496,regular,26_40,F,S0037,2023-06-09,active
P000497,UTC-5543-0000497,regular,41_60,F,S0085,2025-06-25,active
P000498,UTC-4949-0000498,student,under_18,M,S0027,2025-06-08,active
P000499,UTC-7924-0000499,regular,18_25,M,S0042,2019-11-04,active
P000500,UTC-9967-0000500,regular,41_60,M,S0044,2023-07-11,active
P000501,UTC-7277-0000501,regular,41_60,F,S0017,2024-08-23,active
P000502,UTC-6533-0000502,regular,41_60,F,S0005,2020-06-22,active
P000503,UTC-4969-0000503,regular,26_40,M,S0005,2024-06-23,active
P000504,UTC-6229-0000504,senior,60_plus,M,S0035,2021-07-01,active
P000505,UTC-1292-0000505,student,18_25,M,S0044,2026-08-13,active
P000506,UTC-5251-0000506,student,18_25,M,S0041,2021-01-17,active
P000507,UTC-9021-0000507,student,18_25,F,S0058,2023-09-21,active
P000508,UTC-9160-0000508,regular,41_60,F,S0044,2025-10-10,expired
P000509,UTC-9671-0000509,regular,18_25,M,S0029,2019-01-27,active
P000510,UTC-3480-0000510,regular,26_40,M,S0073,2019-01-23,active
P000511,UTC-5082-0000511,regular,18_25,M,S0087,2020-09-08,active
P000512,UTC-7512-0000512,student,under_18,X,S0065,2023-12-10,active
P000513,UTC-3471-0000513,regular,18_25,X,S0029,2022-01-07,active
P000514,UTC-7751-0000514,regular,26_40,M,S0029,2024-01-19,active
P000515,UTC-3600-0000515,regular,18_25,F,S0030,2021-07-19,active
P000516,UTC-4210-0000516,regular,41_60,F,S0036,2021-12-06,active
P000517,UTC-4387-0000517,student,18_25,F,S0041,2022-04-10,active
P000518,UTC-7104-0000518,regular,26_40,F,S0041,2019-07-06,active
P000519,UTC-1696-0000519,regular,26_40,M,S0031,2023-05-09,active
P000520,UTC-3593-0000520,regular,18_25,M,S0037,2025-06-27,active
P000521,UTC-6094-0000521,regular,41_60,M,S0032,2023-04-19,active
P000522,UTC-7913-0000522,regular,26_40,F,S0066,2022-05-29,active
P000523,UTC-4103-0000523,student,18_25,M,S0076,2021-08-17,active
P000524,UTC-9816-0000524,regular,26_40,M,S0037,2023-05-03,active
P000525,UTC-2738-0000525,regular,26_40,F,S0070,2021-04-29,expired
P000526,UTC-3220-0000526,regular,41_60,F,S0046,2019-10-01,active
P000527,UTC-8180-0000527,regular,18_25,F,S0036,2026-04-21,active
P000528,UTC-7593-0000528,student,under_18,F,S0065,2021-06-16,active
P000529,UTC-6888-0000529,regular,26_40,M,S0035,2019-05-01,expired
P000530,UTC-9889-0000530,regular,18_25,F,S0030,2023-03-20,active
P000531,UTC-8810-0000531,regular,41_60,M,S0032,2019-12-04,active
P000532,UTC-9181-0000532,student,under_18,M,S0048,2025-10-16,active
P000533,UTC-1910-0000533,regular,41_60,M,S0037,2019-09-01,active
P000534,UTC-3356-0000534,student,18_25,M,S0039,2026-06-20,active
P000535,UTC-7880-0000535,senior,60_plus,F,S0034,2021-12-23,active
P000536,UTC-2452-0000536,regular,18_25,M,S0050,2020-08-16,active
P000537,UTC-4947-0000537,regular,26_40,M,S0096,2026-04-23,active
P000538,UTC-5067-0000538,regular,26_40,M,S0115,2025-10-27,active
P000539,UTC-6349-0000539,regular,26_40,M,S0096,2026-05-16,active
P000540,UTC-1827-0000540,student,18_25,F,S0029,2024-08-03,active
P000541,UTC-4697-0000541,senior,60_plus,F,S0076,2025-06-06,active
P000542,UTC-5555-0000542,student,18_25,M,S0031,2023-03-02,active
P000543,UTC-3331-0000543,student,18_25,F,S0039,2025-10-09,active
P000544,UTC-4807-0000544,regular,18_25,M,S0036,2026-03-19,active
P000545,UTC-6492-0000545,senior,60_plus,F,S0038,2025-02-05,active
P000546,UTC-8448-0000546,regular,41_60,F,S0126,2020-10-09,active
P000547,UTC-8462-0000547,regular,18_25,F,S0121,2021-10-18,active
P000548,UTC-2350-0000548,regular,26_40,F,S0025,2024-02-08,active
P000549,UTC-5288-0000549,regular,26_40,M,S0048,2022-09-09,active
P000550,UTC-1249-0000550,student,18_25,M,S0062,2025-06-04,active
P000551,UTC-6666-0000551,regular,26_40,M,S0121,2019-04-20,active
P000552,UTC-7503-0000552,student,18_25,M,S0045,2022-10-05,active
P000553,UTC-2426-0000553,regular,26_40,F,S0034,2024-09-08,active
P000554,UTC-9893-0000554,regular,41_60,M,S0081,2025-01-23,active
P000555,UTC-3020-0000555,regular,41_60,M,S0031,2024-01-30,active
P000556,UTC-3291-0000556,regular,26_40,F,S0043,2020-05-26,active
P000557,UTC-9672-0000557,regular,18_25,M,S0043,2026-05-09,active
P000558,UTC-7314-0000558,student,under_18,F,S0031,2021-09-20,active
P000559,UTC-1587-0000559,regular,26_40,F,S0051,2019-06-23,active
P000560,UTC-7156-0000560,student,under_18,F,S0040,2022-09-01,active
P000561,UTC-7045-0000561,regular,41_60,M,S0080,2020-03-10,active
P000562,UTC-2664-0000562,regular,41_60,M,S0075,2023-07-16,active
P000563,UTC-4394-0000563,student,under_18,M,S0036,2025-08-10,active
P000564,UTC-7283-0000564,regular,26_40,M,S0035,2023-08-28,active
P000565,UTC-6772-0000565,regular,26_40,M,S0039,2019-10-04,active
P000566,UTC-2825-0000566,regular,26_40,M,S0039,2026-02-18,active
P000567,UTC-3703-0000567,regular,26_40,F,S0038,2021-01-29,active
P000568,UTC-3606-0000568,regular,26_40,F,S0037,2021-12-12,active
P000569,UTC-3199-0000569,regular,26_40,X,S0073,2022-09-24,active
P000570,UTC-9557-0000570,regular,41_60,M,S0048,2025-12-06,active
P000571,UTC-6849-0000571,senior,60_plus,M,S0049,2023-04-02,active
P000572,UTC-5986-0000572,student,18_25,F,S0048,2023-04-12,active
P000573,UTC-2003-0000573,regular,41_60,F,S0044,2026-05-03,active
P000574,UTC-3121-0000574,regular,26_40,M,S0029,2023-02-06,active
P000575,UTC-5347-0000575,regular,41_60,F,S0048,2022-07-25,active
P000576,UTC-4953-0000576,student,18_25,M,S0048,2025-10-12,active
P000577,UTC-1202-0000577,regular,26_40,M,S0036,2024-03-23,active
P000578,UTC-6309-0000578,student,18_25,F,S0004,2024-04-08,active
P000579,UTC-1577-0000579,regular,26_40,X,S0037,2024-01-01,active
P000580,UTC-4005-0000580,regular,18_25,F,S0031,2022-09-23,active
P000581,UTC-5902-0000581,regular,18_25,M,S0049,2026-03-25,active
P000582,UTC-7898-0000582,regular,26_40,M,S0027,2026-03-20,active
P000583,UTC-4962-0000583,regular,18_25,F,S0036,2019-08-26,active
P000584,UTC-3024-0000584,regular,18_25,M,S0041,2026-08-08,active
P000585,UTC-9943-0000585,regular,26_40,M,S0031,2019-09-04,active
P000586,UTC-3520-0000586,regular,41_60,F,S0041,2025-10-05,active
P000587,UTC-3874-0000587,regular,18_25,M,S0038,2024-07-21,active
P000588,UTC-5230-0000588,regular,41_60,M,S0029,2024-10-11,active
P000589,UTC-4221-0000589,regular,26_40,F,S0025,2020-04-14,active
P000590,UTC-2319-0000590,student,under_18,M,S0031,2025-02-02,active
P000591,UTC-7718-0000591,regular,41_60,F,S0031,2021-02-03,active
P000592,UTC-2805-0000592,regular,26_40,M,S0078,2023-08-12,active
P000593,UTC-9381-0000593,disabled,18_25,M,S0059,2025-02-20,active
P000594,UTC-6407-0000594,regular,26_40,M,S0029,2020-03-09,active
P000595,UTC-4751-0000595,regular,41_60,F,S0031,2022-03-31,active
P000596,UTC-8503-0000596,regular,41_60,F,S0049,2025-04-01,active
P000597,UTC-3320-0000597,regular,26_40,F,S0073,2019-04-06,active
P000598,UTC-5520-0000598,regular,60_plus,F,S0034,2021-09-13,active
P000599,UTC-6502-0000599,regular,26_40,M,S0046,2021-03-16,active
P000600,UTC-4643-0000600,disabled,26_40,M,S0042,2019-02-20,active
P000601,UTC-7658-0000601,regular,60_plus,M,S0056,2019-01-01,active
P000602,UTC-8294-0000602,regular,41_60,M,S0047,2025-03-10,active
P000603,UTC-4836-0000603,regular,18_25,X,S0043,2026-02-25,active
P000604,UTC-4839-0000604,regular,18_25,M,S0047,2022-04-12,active
P000605,UTC-7179-0000605,regular,26_40,M,S0075,2022-06-08,active
P000606,UTC-5016-0000606,senior,60_plus,X,S0032,2019-01-20,active
P000607,UTC-2961-0000607,student,18_25,M,S0116,2020-09-08,active
P000608,UTC-5968-0000608,regular,26_40,F,S0111,2024-06-07,active
P000609,UTC-3248-0000609,student,18_25,F,S0044,2024-06-06,active
P000610,UTC-5296-0000610,regular,26_40,F,S0035,2020-08-14,active
P000611,UTC-5016-0000611,regular,26_40,M,S0050,2023-12-19,active
P000612,UTC-1860-0000612,regular,41_60,F,S0029,2021-04-20,active
P000613,UTC-6416-0000613,regular,41_60,M,S0029,2020-11-07,active
P000614,UTC-4065-0000614,student,under_18,M,S0034,2025-10-27,active
P000615,UTC-7820-0000615,regular,41_60,M,S0039,2022-02-06,active
P000616,UTC-1135-0000616,regular,41_60,M,S0076,2026-02-13,active
P000617,UTC-3662-0000617,regular,18_25,M,S0034,2021-10-11,active
P000618,UTC-3312-0000618,regular,41_60,M,S0077,2021-05-25,active
P000619,UTC-1349-0000619,regular,41_60,M,S0037,2019-04-29,active
P000620,UTC-1894-0000620,regular,26_40,F,S0040,2020-10-12,expired
P000621,UTC-4430-0000621,regular,26_40,M,S0050,2021-08-25,active
P000622,UTC-1850-0000622,senior,60_plus,F,S0029,2019-05-28,active
P000623,UTC-5277-0000623,regular,41_60,M,S0054,2023-10-04,active
P000624,UTC-9479-0000624,regular,26_40,M,S0036,2023-05-13,blocked
P000625,UTC-5417-0000625,disabled,26_40,F,S0039,2023-08-04,active
P000626,UTC-7543-0000626,regular,18_25,M,S0027,2026-02-19,active
P000627,UTC-2553-0000627,regular,18_25,M,S0033,2026-07-07,active
P000628,UTC-6132-0000628,regular,41_60,M,S0045,2022-01-14,active
P000629,UTC-2992-0000629,student,under_18,F,S0077,2025-08-24,active
P000630,UTC-7045-0000630,regular,26_40,F,S0050,2026-02-17,active
P000631,UTC-9012-0000631,student,under_18,F,S0034,2019-06-21,active
P000632,UTC-6961-0000632,regular,18_25,F,S0045,2021-03-02,active
P000633,UTC-9575-0000633,senior,60_plus,F,S0036,2020-06-06,active
P000634,UTC-3495-0000634,student,under_18,M,S0066,2026-06-16,active
P000635,UTC-3994-0000635,regular,41_60,M,S0050,2022-09-07,active
P000636,UTC-6528-0000636,student,under_18,M,S0043,2020-02-09,active
P000637,UTC-1133-0000637,regular,41_60,M,S0031,2026-07-24,active
P000638,UTC-3940-0000638,regular,18_25,F,S0059,2021-06-09,active
P000639,UTC-9433-0000639,regular,18_25,M,S0076,2023-08-24,active
P000640,UTC-7004-0000640,student,18_25,M,S0038,2023-10-05,active
P000641,UTC-6196-0000641,regular,26_40,M,S0034,2026-08-01,active
P000642,UTC-2795-0000642,regular,18_25,M,S0036,2025-11-21,active
P000643,UTC-2001-0000643,regular,41_60,F,S0035,2024-07-25,active
P000644,UTC-9418-0000644,regular,26_40,M,S0039,2019-12-07,active
P000645,UTC-2656-0000645,regular,41_60,M,S0083,2025-12-19,active
P000646,UTC-9314-0000646,student,18_25,F,S0082,2022-09-24,active
P000647,UTC-5856-0000647,regular,60_plus,M,S0031,2019-11-19,active
P000648,UTC-1583-0000648,senior,60_plus,M,S0073,2021-10-26,active
P000649,UTC-6861-0000649,regular,26_40,M,S0029,2025-12-18,active
P000650,UTC-4488-0000650,regular,26_40,M,S0049,2026-02-18,expired
P000651,UTC-3333-0000651,regular,60_plus,F,S0033,2025-06-12,active
P000652,UTC-6658-0000652,student,under_18,F,S0047,2019-03-13,active
P000653,UTC-1430-0000653,student,under_18,M,S0045,2025-10-01,active
P000654,UTC-6347-0000654,regular,18_25,M,S0032,2021-12-16,active
P000655,UTC-7093-0000655,regular,26_40,M,S0045,2020-04-14,active
P000656,UTC-9390-0000656,regular,26_40,M,S0050,2020-06-08,active
P000657,UTC-3994-0000657,student,under_18,M,S0126,2024-02-17,active
P000658,UTC-5982-0000658,regular,26_40,F,S0055,2021-04-07,active
P000659,UTC-5531-0000659,senior,60_plus,M,S0033,2022-02-27,active
P000660,UTC-5271-0000660,regular,60_plus,M,S0004,2020-11-10,active
P000661,UTC-6004-0000661,regular,26_40,M,S0112,2025-12-03,blocked
P000662,UTC-8109-0000662,regular,18_25,F,S0082,2019-07-08,active
P000663,UTC-9346-0000663,regular,18_25,F,S0030,2023-10-11,active
P000664,UTC-8488-0000664,regular,26_40,M,S0099,2019-09-03,active
P000665,UTC-9340-0000665,regular,60_plus,M,S0090,2026-02-07,active
P000666,UTC-4203-0000666,regular,18_25,M,S0081,2022-08-10,active
P000667,UTC-3991-0000667,regular,18_25,F,S0029,2022-07-31,active
P000668,UTC-3309-0000668,regular,18_25,X,S0038,2023-11-24,active
P000669,UTC-1770-0000669,regular,26_40,M,S0041,2026-08-10,active
P000670,UTC-4844-0000670,regular,41_60,F,S0046,2025-08-22,active
P000671,UTC-4665-0000671,regular,41_60,F,S0086,2025-08-01,active
P000672,UTC-9906-0000672,regular,26_40,F,S0074,2019-03-31,active
P000673,UTC-2728-0000673,regular,26_40,M,S0005,2026-01-18,expired
P000674,UTC-9414-0000674,student,18_25,M,S0004,2021-04-15,blocked
P000675,UTC-2113-0000675,disabled,41_60,F,S0071,2026-07-17,active
P000676,UTC-2640-0000676,regular,26_40,M,S0056,2021-10-02,active
P000677,UTC-8039-0000677,regular,26_40,M,S0050,2019-11-26,active
P000678,UTC-3586-0000678,regular,26_40,M,S0045,2026-06-14,active
P000679,UTC-1789-0000679,regular,18_25,F,S0033,2025-09-17,active
P000680,UTC-4514-0000680,regular,60_plus,M,S0025,2024-10-02,active
P000681,UTC-6992-0000681,regular,26_40,M,S0041,2021-08-18,active
P000682,UTC-9237-0000682,student,under_18,M,S0123,2025-09-08,active
P000683,UTC-9044-0000683,regular,26_40,M,S0046,2020-06-09,active
P000684,UTC-6005-0000684,regular,18_25,M,S0049,2021-10-09,active
P000685,UTC-2543-0000685,student,18_25,M,S0025,2026-05-03,active
P000686,UTC-1527-0000686,senior,60_plus,F,S0070,2023-01-27,active
P000687,UTC-2875-0000687,regular,41_60,M,S0033,2024-12-28,active
P000688,UTC-8652-0000688,regular,41_60,F,S0029,2026-03-05,active
P000689,UTC-8952-0000689,student,18_25,F,S0030,2025-06-09,active
P000690,UTC-4700-0000690,student,18_25,F,S0085,2023-02-01,active
P000691,UTC-9681-0000691,regular,18_25,M,S0097,2026-06-01,active
P000692,UTC-9699-0000692,regular,41_60,M,S0034,2021-08-15,active
P000693,UTC-6207-0000693,regular,41_60,F,S0030,2024-02-29,active
P000694,UTC-9931-0000694,student,under_18,F,S0030,2020-02-26,active
P000695,UTC-8253-0000695,regular,60_plus,F,S0077,2021-08-11,active
P000696,UTC-1265-0000696,student,under_18,F,S0048,2022-01-01,active
P000697,UTC-1559-0000697,regular,26_40,M,S0082,2025-10-25,active
P000698,UTC-9064-0000698,regular,26_40,M,S0041,2025-02-27,active
P000699,UTC-5925-0000699,senior,60_plus,F,S0088,2021-11-24,active
P000700,UTC-6412-0000700,student,18_25,M,S0039,2023-11-25,active
P000701,UTC-3252-0000701,regular,41_60,F,S0035,2024-11-21,active
P000702,UTC-8007-0000702,regular,41_60,F,S0032,2024-01-27,active
P000703,UTC-7798-0000703,student,18_25,M,S0038,2026-03-12,active
P000704,UTC-1605-0000704,student,18_25,M,S0036,2023-06-14,active
P000705,UTC-1638-0000705,regular,26_40,F,S0041,2026-07-31,active
P000706,UTC-4725-0000706,student,18_25,F,S0048,2024-09-12,active
P000707,UTC-9680-0000707,disabled,18_25,M,S0067,2021-10-17,active
P000708,UTC-6543-0000708,regular,26_40,F,S0037,2019-02-12,active
P000709,UTC-8967-0000709,student,18_25,M,S0032,2026-03-30,active
P000710,UTC-6868-0000710,student,18_25,F,S0005,2019-09-21,blocked
P000711,UTC-6125-0000711,regular,41_60,M,S0039,2022-06-19,active
P000712,UTC-5299-0000712,disabled,41_60,F,S0019,2025-12-22,active
P000713,UTC-3439-0000713,regular,41_60,F,S0049,2020-03-17,active
P000714,UTC-5909-0000714,regular,26_40,M,S0030,2023-09-21,active
P000715,UTC-7950-0000715,regular,60_plus,F,S0058,2022-10-02,active
P000716,UTC-5960-0000716,senior,60_plus,M,S0029,2021-04-28,active
P000717,UTC-5348-0000717,senior,60_plus,M,S0042,2025-12-08,active
P000718,UTC-4046-0000718,student,18_25,M,S0120,2019-03-17,active
P000719,UTC-7004-0000719,regular,41_60,M,S0045,2021-07-07,active
P000720,UTC-2267-0000720,regular,26_40,M,S0032,2026-07-15,active
P000721,UTC-2511-0000721,regular,41_60,M,S0044,2026-06-26,active
P000722,UTC-5160-0000722,regular,18_25,M,S0045,2026-07-28,active
P000723,UTC-1965-0000723,regular,26_40,M,S0092,2026-07-10,expired
P000724,UTC-9455-0000724,regular,26_40,F,S0076,2022-05-15,active
P000725,UTC-8014-0000725,student,18_25,F,S0123,2021-09-17,active
P000726,UTC-5724-0000726,regular,41_60,F,S0017,2019-06-03,active
P000727,UTC-9838-0000727,regular,26_40,F,S0060,2020-10-27,active
P000728,UTC-6089-0000728,regular,26_40,M,S0034,2026-03-24,active
P000729,UTC-7621-0000729,regular,18_25,F,S0030,2021-08-02,active
P000730,UTC-5763-0000730,regular,41_60,M,S0070,2021-11-13,active
P000731,UTC-4316-0000731,regular,18_25,F,S0051,2026-07-11,active
P000732,UTC-9212-0000732,regular,26_40,F,S0045,2019-05-21,active
P000733,UTC-3105-0000733,regular,41_60,F,S0004,2026-08-03,active
P000734,UTC-6139-0000734,regular,41_60,F,S0036,2024-03-13,active
P000735,UTC-7125-0000735,student,18_25,M,S0111,2021-08-31,active
P000736,UTC-9631-0000736,senior,60_plus,X,S0079,2021-06-15,active
P000737,UTC-2983-0000737,student,under_18,F,S0005,2022-10-26,active
P000738,UTC-4909-0000738,regular,18_25,M,S0035,2025-11-18,blocked
P000739,UTC-6639-0000739,regular,26_40,M,S0035,2021-08-13,active
P000740,UTC-2124-0000740,regular,18_25,F,S0076,2019-06-16,active
P000741,UTC-3100-0000741,regular,41_60,M,S0005,2026-04-03,active
P000742,UTC-7232-0000742,regular,18_25,M,S0045,2022-03-31,active
P000743,UTC-2343-0000743,regular,26_40,M,S0005,2023-05-03,active
P000744,UTC-1697-0000744,regular,26_40,M,S0047,2025-11-29,active
P000745,UTC-4894-0000745,regular,18_25,M,S0076,2021-12-22,active
P000746,UTC-1288-0000746,regular,18_25,F,S0036,2019-02-12,active
P000747,UTC-5679-0000747,senior,60_plus,F,S0031,2023-02-15,active
P000748,UTC-9300-0000748,student,under_18,M,S0035,2026-03-07,active
P000749,UTC-8116-0000749,regular,41_60,F,S0038,2022-02-16,active
P000750,UTC-7017-0000750,regular,18_25,F,S0030,2025-07-10,active
P000751,UTC-7238-0000751,regular,18_25,M,S0104,2023-05-27,active
P000752,UTC-8955-0000752,regular,26_40,F,S0040,2020-08-17,active
P000753,UTC-8874-0000753,student,under_18,F,S0071,2025-09-06,active
